headlines,clean_headlines,labels,Dominant_Topic,Topic_Prob
"20 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj HEL : LAT1V , or L&T , said Monday it expects its operating profit , excluding non-recurring items , for the whole 2010 to be slightly lower than in 2009 .",october finnish environmental management company lassila tikanoja oyj hel lat v l said monday expects operating profit excluding non recurring item whole slightly lower,@positive,3,0.97209555
"According to Finnish petrol station chain St1 's managing director Kim Wiio , the company was forced to make purchases with rising prices in the first half of 2008 , and now consumer prices are going down almost daily due to competition .",according finnish petrol station chain st managing director kim wiio company forced make purchase rising price first half consumer price going almost daily due competition,@negative,3,0.37893867
"According to the Latvian business register , Uponor Latvia closed in red with LVL 99,000 EUR 139,538.17 USD 194,556.48 on turnover of LVL 2.346 mn for 2009 .",according latvian business register uponor latvia closed red lvl eur usd turnover lvl mn,@neutral,3,0.58333
"Dolce & Gabbana has asked the European Union to declare Marimekko Corporation 's `` Unikko '' floral pattern trademark invalid , in a continuing dispute between the two companies .",dolce gabbana asked european union declare marimekko corporation unikko floral pattern trademark invalid continuing dispute two company,@negative,2,0.8950443
Finnair said that the cancellation of flights would cause daily losses of  x20ac 2.5 million US$ 3 million .,finnair said cancellation flight would cause daily loss x ac million u million,@negative,3,0.94921523
"Food sales totalled EUR 323.5 mn in October 2009 , representing a decrease of 5.5 % from October 2008 .",food sale totalled eur mn october representing decrease october,@neutral,3,0.82017726
"ADP News - May 29 , 2009 - Bank of America BofA downgraded today its ratings on Swedish-Finnish paper maker Stora Enso Oyj HEL : STERV and on Finnish sector player UPM-Kymmene Oyj HEL : UPM1V to `` underperf",adp news may bank america bofa downgraded today rating swedish finnish paper maker stora enso oyj hel sterv finnish sector player upm kymmene oyj hel upm v underperf,@neutral,3,0.61578816
Operating profit excluding non-recurring items totaled EUR 5.4 mn compared to EUR 5.5 mn in the corresponding period in 2007 .,operating profit excluding non recurring item totaled eur mn compared eur mn corresponding period,@positive,3,0.95551246
"Raute reported a loss per share of EUR0 .86 for the first half of 2009 , against EPS of EUR0 .74 in the corresponding period of 2008 .",raute reported loss per share eur first half eps eur corresponding period,@negative,3,0.94809216
The air traffic of Finland has been in stoppage since then .,air traffic finland stoppage since,@neutral,1,0.45191437
The hack had been extra nefarious because the tweets activated without being clicked on - it was enough for Web surfers to move their mouse cursors over them .,hack extra nefarious tweet activated without clicked enough web surfer move mouse cursor,@neutral,2,0.9515284
The move was triggered by weak demand for forestry equipment and the uncertain market situation .,move triggered weak demand forestry equipment uncertain market situation,@negative,1,0.93129027
The situation of coated magazine printing paper will continue to be weak .,situation coated magazine printing paper continue weak,@negative,1,0.9131507
A high court in Finland has fined seven local asphalt companies more than   lion ( $ 117 million ) for operating a cartel .,high court finland fined seven local asphalt company lion million operating cartel,@neutral,3,0.50110227
"The Estonian electronic components factory , Elcoteq , is running out of material because of the closure of air traffic .",estonian electronic component factory elcoteq running material closure air traffic,@neutral,2,0.67896175
"All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands .",ferry run trouble outside stockholm archipelago made island,@negative,1,0.92402494
And U.S. energy executives say high steel prices are threatening energy exploration .,u energy executive say high steel price threatening energy exploration,@positive,1,0.9371497
"As capacity was cut with 1.4 % , the passenger load factor was down 7.8 percentage points .",capacity cut passenger load factor percentage point,@negative,1,0.9083722
"At present , the trade mark Pit-Produkt is little-known outside the North-West of Russia .",present trade mark pit produkt little known outside north west russia,@neutral,1,0.58675236
"Copper , lead and nickel also dropped ... HBOS ( HBOS ) plummeted 20 % to 70.3 pence after saying this year+� ??",copper lead nickel also dropped hbos hbos plummeted penny saying year,@neutral,2,0.776212
"Divisional sales demand in the half remained `` inconsistent '' , it added .",divisional sale demand half remained inconsistent added,@negative,3,0.9054332
"During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day .",strike finnair estimate incur net loss eur eur per day,@negative,3,0.93736005
Earnings per share ( EPS ) dropped to EUR 0.21 from EUR 0.31 .,earnings per share eps dropped eur eur,@positive,3,0.9149971
EMSA Deputy Chairman of the Board Juri Lember told BNS on Wednesday that this was the first time he heard about the strike as the Swedish side had not informed the Estonian union yet .,emsa deputy chairman board juri lember told bns wednesday first time heard strike swedish side informed estonian union yet,@negative,2,0.92774546
"Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September .",finnair passenger load factor measure number sold seat share available seat dropped percentage point september,@positive,1,0.75891083
"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .",frost sold share million per share compared friday high low,@positive,1,0.50105125
Full-year operating result for 2008 was 3.6 million negative .,full year operating result million negative,@negative,3,0.9032264
Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .,glaston net profit third quarter dropped mln euro mln mln euro mln corresponding period,@positive,3,0.9553786
"In Q1 of 2009 , the company 's result before taxes from continuing operations , excluding non-recurring items , totalled EUR -0.4 mn , compared to EUR -0.1 mn in the corresponding period in 2008 .",q company result tax continuing operation excluding non recurring item totalled eur mn compared eur mn corresponding period,@neutral,3,0.96418613
Kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on Jan. 21 and the Saltonstall state office building on Jan. 23 .,kone said court paper union action delayed repair elevator federal courthouse jan saltonstall state office building jan,@negative,2,0.6713617
L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,l net profit whole dropped eur million eur million,@positive,3,0.93305504
"Lassila & Tikanoja 's operating profit excluding non-recurring and imputed items for the second quarter was EUR11 .3 m , down from EUR13 .8 m a year ago .",lassila tikanoja operating profit excluding non recurring imputed item second quarter eur eur year ago,@positive,3,0.9580347
Last year 's third quarter result had been burdened by costs stemming from restructuring in the US .,last year third quarter result burdened cost stemming restructuring u,@negative,3,0.9369311
"Many of the commercial vessels had got stuck in the narrow Bay of Bothnia , where the ice is thicker , and around the Aaland islands .",many commercial vessel got stuck narrow bay bothnia ice thicker around aaland island,@negative,2,0.7009968
"Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 .",net cash flow operating activity negative eur mn compared eur mn corresponding period,@negative,3,0.9520458
"Net cash from operating activities was a negative EUR 0.3 mn , compared to EUR 30.9 mn in 2009 .",net cash operating activity negative eur mn compared eur mn,@negative,3,0.9388813
Net sales dropped by 6 % year-on-year to EUR 11.9 million .,net sale dropped year year eur million,@neutral,3,0.91657346
Net sales have been eaten by the weak US dollar .,net sale eaten weak u dollar,@negative,1,0.57598126
"Nordic banks have already had to write off sizable loans in Latvia , with Swedbank , Nordea , DnB NOR and SEB reporting combined losses in excess of $ 1.35 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in Latvia .",nordic bank already write sizable loan latvia swedbank nordea dnb seb reporting combined loss excess billion period backdrop near economic meltdown latvia,@negative,1,0.6763829
Nordic Walking was first used as a summer training method by cross-country skiers .,nordic walking first used summer training method cross country skier,@neutral,1,0.60207367
Okmetic expects its net sales for the first half of 2009 to be less than in 2008 .,okmetic expects net sale first half less,@neutral,3,0.91556364
"On top of that , the US Commerce Department published worse-than-expected construction spending figures for November .",top u commerce department published worse expected construction spending figure november,@negative,2,0.60631
Operating loss landed at EUR39m including one-offs and at EUR27m excluding one-offs .,operating loss landed eur including one offs eur excluding one offs,@negative,3,0.9395165
"Operating profit , excluding non-recurring items , totaled EUR 0.2 mn , down from EUR 0.8 mn in the corresponding period in 2006 .",operating profit excluding non recurring item totaled eur mn eur mn corresponding period,@positive,3,0.9523312
"Operating profit , excluding non-recurring items , totalled EUR 1.0 mn , down from EUR 1.6 mn .",operating profit excluding non recurring item totalled eur mn eur mn,@positive,3,0.9443759
"Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 .",operating profit excluding non recurring item totalled eur mn eur mn corresponding period,@positive,3,0.9523313
"Operating profit excluding non-recurring items amounted to EUR 40.6 mn , down from EUR 57.3 mn year-on-year .",operating profit excluding non recurring item amounted eur mn eur mn year year,@positive,3,0.9523163
Operating profit excluding non-recurring items was EUR 7.8 million compared to EUR 11.2 million .,operating profit excluding non recurring item eur million compared eur million,@positive,3,0.94437593
Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as `` cry babies '' .,relation city damaged comment mr ashley criticising city investor analyst cry baby,@negative,2,0.9465459
Reported operating margin was a negative 5.9 % .,reported operating margin negative,@negative,3,0.86657596
Stora Chief Executive Jouko Karvinen has described the Russian tariff hikes as a threat to the future of the forest products industry in Finland .,stora chief executive jouko karvinen described russian tariff hike threat future forest product industry finland,@negative,2,0.95518285
Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .,swedbank share hardest hit swedish bank ongoing international financial crisis,@negative,3,0.5894789
The acquisition of +�landsbanken Sverige in 2009 burdened the performance with EUR 3.0 mn .,acquisition landsbanken sverige burdened performance eur mn,@negative,3,0.909267
"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue .",currency effect pct mln euro mln negative impact revenue,@negative,3,0.9317755
The Finnish company previously said its operating result will be lower than the break-even posted a year earlier .,finnish company previously said operating result lower break even posted year earlier,@negative,3,0.85360104
The maritime administration said the ships had ignored warnings about the icy conditions .,maritime administration said ship ignored warning icy condition,@negative,2,0.7574778
"The offer , deemed too low by Finnlines ' board , stands until 4 pm tomorrow .",offer deemed low finnlines board stand pm tomorrow,@negative,2,0.79702264
"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today .",period sale dropped eur million eur million according interim report released today,@neutral,3,0.9469994
The recent troubles simply make NETeller cheaper .,recent trouble simply make neteller cheaper,@negative,1,0.90185
The union filed a grievance over the company 's overtime assignment policies .,union filed grievance company overtime assignment policy,@negative,2,0.7583128
"Therefore , the company 's 2005 result will remain weaker than that of 2004 .",therefore company result remain weaker,@negative,3,0.8798768
Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 .,vaisala net profit third quarter dropped mln euro mln mln euro mln period,@positive,3,0.95225084
"`` The considerably weaker U.S. dollar and British pound had an impact on sales and average prices in euros , '' UPM said .",considerably weaker u dollar british pound impact sale average price euro upm said,@negative,1,0.4358214
"`` The implementation of these programs has had , and will have , negative impacts on 2006 and 2007 earnings , '' Mr Meiklejohn said .",implementation program negative impact earnings mr meiklejohn said,@negative,2,0.5951079
"`` We can say that the number of deals has become normalized by the moment , and therefore we have decided to devalue our apartments now on sale , '' he added .",say number deal become normalized moment therefore decided devalue apartment sale added,@positive,2,0.8507457
"`` We cut our frequency to New York last year , which explains the fall , '' he said .",cut frequency new york last year explains fall said,@negative,1,0.4029398
"`` We see that the market continues to be tight in magazine papers , and our target is to close the deals by the end of the year . ''",see market continues tight magazine paper target close deal end year,@neutral,2,0.8451472
A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .,survey conducted taloustutkimus sampo life show company badly prepared losing key staff member,@negative,2,0.9509864
"Agricultural newspaper Maaseudun Tulevaisuus had 318,000 readers , representing a decrease of 6 % .",agricultural newspaper maaseudun tulevaisuus reader representing decrease,@neutral,2,0.7894924
"At 1411 CET , ArcelorMittal had lost 7.26 % to EUR 17.38 on Euronext Paris , coming at the lead of the blue-chip fallers .",cet arcelormittal lost eur euronext paris coming lead blue chip faller,@negative,2,0.7560884
Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .,cash flow operation january december negative eur mn compared eur mn corresponding period,@negative,3,0.951437
EPS dropped to EUR0 .2 from EUR0 .3 .,eps dropped eur eur,@neutral,3,0.86665726
"Kiosk and cinema operations have suffered , in particular .",kiosk cinema operation suffered particular,@negative,2,0.8839543
Kone shares dropped 4.1 percent to  x20ac 43 US$ 55.77 in Helsinki .,kone share dropped percent x ac u helsinki,@positive,3,0.9206
Ramirent made 18 million kroons EUR 1.15 mln loss last year ; the year before the company was 7.3 million kroons in the black .,ramirent made million kroon eur mln loss last year year company million kroon black,@negative,3,0.9538315
Return on capital employed ROCE was a negative 2.3 % compared to 11.3 % in 2007 .,return capital employed roce negative compared,@negative,2,0.48857838
Stora Enso 's target has been cut to EUR 4.85 from EUR 5.55 and Holmen 's target -- to SEK 135 from SEK 150 .,stora enso target cut eur eur holmen target sek sek,@negative,2,0.5459509
The dismissed staff members will now take the matter to court unless it can be settled outside .,dismissed staff member take matter court unless settled outside,@positive,2,0.7988356
"The EU Commission said earlier it had fined ThyssenKrupp , United Technologies Corp 's Otis , Schindler AG and Kone Oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back twelve years .",eu commission said earlier fined thyssenkrupp united technology corp otis schindler ag kone oyj total mln eur alleged cartel activity lift market going back twelve year,@positive,3,0.97195596
"The one dark spot on the horizon , however , was the company 's performance in the Finnish bottled water market .",one dark spot horizon however company performance finnish bottled water market,@neutral,2,0.92193556
"The period 's sales dropped to EUR30 .6 m from EUR38 .3 m , according to the interim report , released today .",period sale dropped eur eur according interim report released today,@neutral,3,0.9368908
"YIT lodged counter claims against Neste Oil totaling some EUR25m , primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project .",yit lodged counter claim neste oil totaling eur primarily based work carried contract additional cost incurred due prolongation project,@neutral,1,0.88537115
"` The stable outlook reflects Nokia 's strong market position in the global mobile handset market , strong cash flow generation , and very conservative balance sheet , ' said Raab .",stable outlook reflects nokia strong market position global mobile handset market strong cash flow generation conservative balance sheet said raab,@positive,1,0.6246647
"These financing arrangements will enable the company to ensure , in line with its treasury policy , that it has sufficient financial instruments at its disposal for its potential capital requirements .",financing arrangement enable company ensure line treasury policy sufficient financial instrument disposal potential capital requirement,@positive,1,0.9506411
"According to Karhinen , OP-Pohjola is an exciting enterprise because the cooperation will bring huge opportunities for customers and the company itself .",according karhinen op pohjola exciting enterprise cooperation bring huge opportunity customer company,@positive,2,0.9453722
"Based upon its unique fiber expertise and innovative approach , the company has a strong market position in several business areas in which it operates .",based upon unique fiber expertise innovative approach company strong market position several business area operates,@positive,1,0.80717236
"efficiency improvement measures 20 January 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today that it will continue to improve its operational efficiency , by focusing on its profitable core operations .",efficiency improvement measure january finnish stationery gift retailer tiimari hel tii v said today continue improve operational efficiency focusing profitable core operation,@positive,3,0.68268454
Efore 's results for the last quarter showed an even faster improvement as the company managed to better source its components .,efore result last quarter showed even faster improvement company managed better source component,@positive,3,0.67780524
Technical indicators for the stock are bullish and S&P gives NOK a positive 4 STARS out of 5 buy ranking .,technical indicator stock bullish p give nok positive star buy ranking,@positive,2,0.9419566
"The broker highlights Cargotec as its preferred stock in the sector , as it is a pure play on global cargo and container handling , and it expects it to play an active role in further consolidating the industry .",broker highlight cargotec preferred stock sector pure play global cargo container handling expects play active role consolidating industry,@positive,1,0.96271676
"The restructuring creates a more efficient organization with increased operational focus and stable profitability , and leads to more efficient production , said Bo Annvik , head of Specialty Stainless .",restructuring creates efficient organization increased operational focus stable profitability lead efficient production said bo annvik head specialty stainless,@positive,1,0.9010474
"`` We 're delighted with the move '' says Morna Cowie , co-owner , above , `` it 's double the size of our current shop and has a lovely feel to it . ''",delighted move say morna cowie co owner double size current shop lovely feel,@positive,1,0.95077777
Elcoteq has a proven track record in electronics manufacturing services ( EMS ) and a global factory network coupled with modern manufacturing equipment and consistent systems and processes .,elcoteq proven track record electronics manufacturing service em global factory network coupled modern manufacturing equipment consistent system process,@neutral,2,0.95869493
"Previously , the company also delivered about 70 % of the steel used in Oasis of the Seas , Allure of the Seas ' sister ship completed last year .",previously company also delivered steel used oasis sea allure sea sister ship completed last year,@neutral,1,0.8659387
The main strength of the cooperation project lies in merging the know-how of two large companies .,main strength cooperation project lie merging know two large company,@positive,1,0.6623872
"The Dutch broker noted that Nokian Tyres reported a good first quarter in 2006 , above or in line with consensus .",dutch broker noted nokian tyre reported good first quarter line consensus,@positive,1,0.6269364
"The Nokian tyre proves its high safety excellently in the important driving qualities stability with mark 1.4 , handling 1.5 and braking on wet road with 1.9 .",nokian tyre prof high safety excellently important driving quality stability mark handling braking wet road,@positive,1,0.9129518
"The respondents praised Finnair 's reliability , Finnishness , and understanding of its target group .",respondent praised finnair reliability finnishness understanding target group,@positive,2,0.7963096
This ideally placed them in a position to tap into the potential of clean technology .,ideally placed position tap potential clean technology,@positive,1,0.7786997
"The long-standing partnership and commitment enable both parties to develop their respective operations , and ESL Shipping will also have the opportunity to update its fleet and improve its efficiency .",long standing partnership commitment enable party develop respective operation esl shipping also opportunity update fleet improve efficiency,@positive,1,0.84920955
"Thanks to his wide contact network and good knowledge of market and business environment , he will give a great contribution to the further development of our Indian operations '' , tells Incap 's President & CEO Juhani Hanninen .",thanks wide contact network good knowledge market business environment give great contribution development indian operation tell incap president ceo juhani hanninen,@positive,2,0.9682832
A comprehensive range of cut-to-length and slitting services will allow Ruukki in particular to serve light engineering customers who relocate their production to the St. Petersburg area .,comprehensive range cut length slitting service allow ruukki particular serve light engineering customer relocate production st petersburg area,@positive,2,0.5892294
"Creating interfaces that are more similar to interactions in the real world can enable experiences that are more natural and intuitive , in the same way that modern games and movies are more immersive through the use of realistic 3-D graphics .",creating interface similar interaction real world enable experience natural intuitive way modern game movie immersive use realistic graphic,@positive,1,0.72137254
Fiskars will be undertaking community projects throughout the UK and they are also on the lookout for local volunteers who are interested in helping out with the selected restoration projects .,fiskars undertaking community project throughout uk also lookout local volunteer interested helping selected restoration project,@positive,2,0.57795286
"INTERNET BUSINESS NEWS - -� 1995-2006 M2 COMMUNICATIONS LTD As part of a drive to protect users of its Internet banking service , Barclays Bank has announced that it is to recommend F-Secure Internet Security to its customers .",internet business news communication ltd part drive protect user internet banking service barclays bank announced recommend f secure internet security customer,@positive,2,0.9683534
"Tieto was looking for an energy solution which would best support the idea of sustainable development , and we were happy to be able to provide such a solution , saysJouni Haikarainen , Vice President , Fortum .",tieto looking energy solution would best support idea sustainable development happy able provide solution saysjouni haikarainen vice president fortum,@positive,2,0.96365577
"According to Rautaruukki , the company wants to promote the use of emission-free energy sources .",according rautaruukki company want promote use emission free energy source,@positive,2,0.4981121
Atria chose the DeLight to attract consumers in the 25-45 age group to its Atria Fresh range of microwaveable meals .,atrium chose delight attract consumer age group atrium fresh range microwaveable meal,@positive,2,0.78218037
"I use natural fibers to make the clothes more comfortable , to allow your skin to breathe and to be eco-friendly .",use natural fiber make clothes comfortable allow skin breathe eco friendly,@positive,2,0.94029313
"In addition , a good biological durability is achieved . ''",addition good biological durability achieved,@positive,2,0.88313746
"The newly-completed Allure of the Seas and its identical sister ship , Oasis of the Seas , which was completed last year are the world 's largest cruise ships .",newly completed allure sea identical sister ship oasis sea completed last year world largest cruise ship,@neutral,1,0.8781517
The recruits who have completed the K-retailer trainee program are qualified to start a career as independent retailers in K-stores .,recruit completed k retailer trainee program qualified start career independent retailer k store,@neutral,2,0.8540251
"wins 98 % acceptance 23 December 2009 - Finnish industrial machinery company Metso Oyj ( HEL : MEO1V ) said today it will complete its takeover offer for textile company Tamfelt Oyj Abp ( HEL : TAFKS ) , after acquiring 98 % of its shares and votes .",win acceptance december finnish industrial machinery company metso oyj hel meo v said today complete takeover offer textile company tamfelt oyj abp hel tafks acquiring share vote,@positive,3,0.6461004
"`` We love Activision 's fresh , colorful approach to Rapala : We Fish , '' said Kelly Brockpahler , Rapala .",love activision fresh colorful approach rapala fish said kelly brockpahler rapala,@positive,2,0.9402101
"A light , bright and pretty addition to your life , it will also keep a few pennies in your bank account .",light bright pretty addition life also keep penny bank account,@positive,2,0.83078396
All Amer Sports companies develop and manufacture technically advanced products that improve the performance of active sports participants .,amer sport company develop manufacture technically advanced product improve performance active sport participant,@positive,1,0.95026153
At the same time I am delighted by the fact that we were able to accomplish the organization with our own team members .,time delighted fact able accomplish organization team member,@positive,2,0.608325
"In addition , we will launch a versatile online service to complete the traditional printed newspaper , Mr. Valkama says .",addition launch versatile online service complete traditional printed newspaper mr valkama say,@neutral,2,0.94626576
"Stora Enso said DeLight was suitable for a wide range of applications including food , cosmetics , home decoration and leisure products .",stora enso said delight suitable wide range application including food cosmetic home decoration leisure product,@positive,2,0.9556939
We are very proud to be able to use this kind of innovative mobile service for voting in elections .,proud able use kind innovative mobile service voting election,@positive,2,0.6383097
"Tim Cockroft brings with him an excellent track record having more than 18 years experience ; moreover , Tim has successfully developed the Capital Markets operations at Kaupthing Singer & Friedlander involving corporate finance and broking with a focus on mid-market companies .",tim cockroft brings excellent track record year experience moreover tim successfully developed capital market operation kaupthing singer friedlander involving corporate finance broking focus mid market company,@positive,1,0.7903404
The board further said the company omitted to tender for a substantial part of the works and as such they had rightfully been found non-responsive by the evaluation team .,board said company omitted tender substantial part work rightfully found non responsive evaluation team,@positive,2,0.9474478
"`` After a long , unprofitable period the Food Division posted a profitable result , which speaks of a healthier cost structure and a new approach in business operations , '' Rihko said .",long unprofitable period food division posted profitable result speaks healthier cost structure new approach business operation rihko said,@positive,2,0.72144413
"`` While concerns remain longer term , size and scale may enable Nokia to hold on to its newfound margin improvements in the near term , '' the analyst wrote .",concern remain longer term size scale may enable nokia hold newfound margin improvement near term analyst wrote,@positive,2,0.53696775
"Continuing operations turned an operating loss of EUR 0.1 mn , a slight improvement from a loss of EUR 0.2 mn a year earlier .",continuing operation turned operating loss eur mn slight improvement loss eur mn year earlier,@negative,3,0.95505863
Earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur .,earnings per share higher year ahead market consensus eur,@positive,3,0.92541504
"W+�rtsil+� 's solution has been selected for its low fuel consumption , environmentally sound technology , and global service support .",w rtsil solution selected low fuel consumption environmentally sound technology global service support,@positive,1,0.6478516
"Dirk Jones , head of Financial Institutions Client Sales Management , GTS , Citigroup , Inc , said , ` Citi is extremely pleased to be providing global custody services to Pohjola Group Bank .",dirk jones head financial institution client sale management gts citigroup inc said citi extremely pleased providing global custody service pohjola group bank,@positive,1,0.81246924
The company said it estimates to make a slight profit thanks to cost-cutting measures .,company said estimate make slight profit thanks cost cutting measure,@positive,3,0.67325014
"The previously concluded adaptation measures , concerning other staff , were adequate for the time being , and the planning operations continue as before at the plant , the company said .",previously concluded adaptation measure concerning staff adequate time planning operation continue plant company said,@positive,1,0.7920355
"The previously concluded adaptation measures concerning the other personnel are adequate for the time being , Raute said .",previously concluded adaptation measure concerning personnel adequate time raute said,@positive,1,0.6477985
"` After fixing our home-base , cutting costs and closing the non-profitable units , we are now looking at going forward , ' she said .",fixing home base cutting cost closing non profitable unit looking going forward said,@positive,2,0.6342991
"29 September , 2010 Finnish waste management and recycling company Lassila & Tikanoja expands its operations in Russia by introducing its recently completed recycling plant in the city of Dubna near Moscow .",september finnish waste management recycling company lassila tikanoja expands operation russia introducing recently completed recycling plant city dubna near moscow,@negative,1,0.96492684
"Rory Fitzgerald , general manager , operations , Bristol Port , said : `` With the use of low maintenance technology we can save up to 30 per cent on servicing , plus the load sensing hydraulics can save us an extra 15 to 30 per cent on fuel consumption . ''",rory fitzgerald general manager operation bristol port said use low maintenance technology save per cent servicing plus load sensing hydraulics save u extra per cent fuel consumption,@positive,1,0.86115813
"`` Method and System for Controlling a Hard Disk Drive Using a Multimediacard Physical Interface '' was invented by Marko Ahvenainen Ruutana , Finland .",method system controlling hard disk drive using multimediacard physical interface invented marko ahvenainen ruutana finland,@negative,1,0.8830191
"The 10,000-odd square metre plot that Stockmann has bought for the Nevsky Center shopping center is located on Nevsky Prospect , St Petersburg 's high street , next to the Vosstaniya Square underground station , in the immediate vicinity of Moscow Station .",odd square metre plot stockmann bought nevsky center shopping center located nevsky prospect st petersburg high street next vosstaniya square underground station immediate vicinity moscow station,@negative,1,0.97506225
The court found TelecomInvest 's arguments convincing .,court found telecominvest argument convincing,@positive,2,0.74051964
"The other actions include the cutting of the expensive weekend shifts , the freezing of the production bonus system and by a general cost-cutting program .",action include cutting expensive weekend shift freezing production bonus system general cost cutting program,@positive,2,0.7824152
"Typically , the transmission power level can be decreased when the interference noise is above a predefined value .",typically transmission power level decreased interference noise predefined value,@positive,1,0.6955653
Bioheapleaching makes extraction of metals from low grade ore economically viable .,bioheapleaching make extraction metal low grade ore economically viable,@negative,1,0.5844576
"Dubai Nokia has announced the launch of `` Comes with Music '' , its ground-breaking service which introduces a new way for people to enjoy music .",dubai nokia announced launch come music ground breaking service introduces new way people enjoy music,@positive,2,0.55425096
"Rapala VMC Corporation STOCK EXCHANGE RELEASE October 10 , 2008 at 11.45 am Kaupthing Bank Oyj ( `` Kapthing '' ) has informed Rapala VMC Corporation ( `` Rapala '' ) that it has interrupted the liquidity providing for Rapala 's share for the time being .",rapala vmc corporation stock exchange release october kaupthing bank oyj kapthing informed rapala vmc corporation rapala interrupted liquidity providing rapala share time,@neutral,1,0.9644704
"Steve Jackson , eBusiness Analyst at Satama and former CEO of Aboavista said : `` Google broke the mold when they gave away Google Analytics for free .",steve jackson ebusiness analyst satama former ceo aboavista said google broke mold gave away google analytics free,@positive,2,0.95920414
"Sukhraj Dulai , of the 2900 block of Boni Sue Court , a cul-de-sac on the city 's north side , started the vehicle and went inside his house about 8 a.m. Tuesday , leaving the garage door open .",sukhraj dulai block boni sue court cul de sac city north side started vehicle went inside house tuesday leaving garage door open,@negative,1,0.9687922
The negotiations concern 246 salaried and senior salaried employees and are scheduled to be completed in six weeks .,negotiation concern salaried senior salaried employee scheduled completed six week,@neutral,1,0.69925445
"Typical end-uses include roof structures , floorings , walls and ceilings , non-visible structures in vehicles , packaging and boxes , construction site structures , fencing and shelters , and formwork with a limited number of concrete pourings .",typical end us include roof structure flooring wall ceiling non visible structure vehicle packaging box construction site structure fencing shelter formwork limited number concrete pourings,@negative,1,0.97251254
"We offer challenging and interesting employment for over 20,000 people in 20 countries throughout Europe .",offer challenging interesting employment people country throughout europe,@positive,2,0.541496
"We offer our clients integrated management consulting , total solutions for complex projects and efficient , best-in-class design and supervision .",offer client integrated management consulting total solution complex project efficient best class design supervision,@positive,2,0.5919252
`` Our research shows that access to information technology has been one of the limiting factors for most small businesses especially when they work in a heterogenous network based environment .,research show access information technology one limiting factor small business especially work heterogenous network based environment,@neutral,2,0.84665847
1 Block lamp Harri Koskinen 's light was introduced in 1996 and has been a bestseller ever since .,block lamp harri koskinen light introduced bestseller ever since,@negative,2,0.9080283
"Amer , which bought Salomon from adidas in October , said the job cuts are aimed at boosting competitiveness .",amer bought salomon adidas october said job cut aimed boosting competitiveness,@positive,3,0.93506575
"However , this increases signaling traffic which wastes network resources and allows fewer smartphones to connect .",however increase signaling traffic waste network resource allows fewer smartphones connect,@negative,1,0.7271646
"In a note to clients published , the Dutch broker described the company 's third quarter results as ` soft ' , although it also noted that Elcoteq retained its guidance , dealers said .",note client published dutch broker described company third quarter result soft although also noted elcoteq retained guidance dealer said,@positive,1,0.45609677
M2 Communications disclaims all liability for information provided within information on on the world wide web .,communication disclaims liability information provided within information world wide web,@negative,2,0.7738663
Rosen was cautious about being too optimistic inregard to the second half of the year .,rosen cautious optimistic inregard second half year,@positive,3,0.8957855
"The EB Tough VoIP Field Phone is equipped with an integrated speaker , Ethernet and SHDSL connectivity , and enables several innovative applications .",eb tough voip field phone equipped integrated speaker ethernet shdsl connectivity enables several innovative application,@positive,2,0.9563153
The first ship has been delayed and is estimated to be completed in spring 2010 .,first ship delayed estimated completed spring,@negative,1,0.45011508
